gene	mean	median	longest_isoform	merged
ENSMUSG00000081670	2902	2902	2902	2902
ENSMUSG00000029823	2648	2846	4253	12084
ENSMUSG00000071537	2304	2276	3413	3422
ENSMUSG00000079598	921	921	1431	1499
ENSMUSG00000061436	3208	3867	7684	8836
ENSMUSG00000029925	2024	1990	4562	9094
ENSMUSG00000106737	2325	2325	2325	2325
ENSMUSG00000077339	126	126	126	126
ENSMUSG00000100121	915	915	915	915
ENSMUSG00000038507	2120	2120	3231	3995
ENSMUSG00000106976	1217	1217	1217	1217
ENSMUSG00000042599	6321	6321	9566	10057
ENSMUSG00000115026	544	544	544	544
ENSMUSG00000107365	529	529	529	529
ENSMUSG00000089422	99	99	99	99
ENSMUSG00000029924	1237	672	4030	5409
ENSMUSG00000029923	1575	1575	1575	1575
ENSMUSG00000029922	1460	1129	3046	4439
ENSMUSG00000068601	652	652	830	1141
ENSMUSG00000064900	131	131	131	131
ENSMUSG00000038456	2114	1787	4468	7229
ENSMUSG00000085058	875	749	1506	2383
ENSMUSG00000046947	1336	686	3542	3950
ENSMUSG00000086582	388	388	388	388
ENSMUSG00000107071	634	634	634	634
ENSMUSG00000002416	1250	572	4371	5628
ENSMUSG00000002413	3473	2253	9728	13862
ENSMUSG00000091313	516	516	516	516
ENSMUSG00000029918	681	608	1107	1667
ENSMUSG00000106936	574	574	574	574
ENSMUSG00000106827	1084	1084	1084	1084
ENSMUSG00000057716	3208	2836	6250	11539
ENSMUSG00000097406	440	440	440	440
ENSMUSG00000103331	1714	1714	1714	1714
ENSMUSG00000102623	2451	2451	2451	2451
ENSMUSG00000097563	1924	1924	1924	1924
ENSMUSG00000097484	4363	4363	4363	4363
ENSMUSG00000102287	2827	2827	2827	2827
ENSMUSG00000029916	1807	1728	3174	11392
ENSMUSG00000037172	2427	1277	6742	7811
ENSMUSG00000037159	1427	785	2884	3140
ENSMUSG00000029911	1675	1063	4398	8360
ENSMUSG00000052850	1073	1073	1073	1073
ENSMUSG00000037140	1013	1013	1013	1013
ENSMUSG00000029909	612	612	1049	1123
ENSMUSG00000107359	412	412	412	412
ENSMUSG00000068259	2515	2414	4292	4292
ENSMUSG00000045514	2215	2215	3370	3371
ENSMUSG00000029915	1753	1301	3747	3840
ENSMUSG00000058250	996	996	996	996
ENSMUSG00000068587	4075	3390	10851	12094
ENSMUSG00000102802	3590	1921	7140	8050
ENSMUSG00000051331	6435	6787	13162	21864
ENSMUSG00000100867	1599	1599	1599	1599
ENSMUSG00002074876	101	101	101	101
ENSMUSG00000041477	2403	2048	4209	6339
ENSMUSG00000041460	2210	761	5803	9478
ENSMUSG00000055003	2853	3488	4001	4102
ENSMUSG00000030168	2471	2433	4184	5979
ENSMUSG00000030170	2249	2256	2371	2654
ENSMUSG00000030019	2963	2963	2963	2963
ENSMUSG00000030172	4455	4230	8760	16271
ENSMUSG00000108282	4214	4214	4214	4214
ENSMUSG00000080719	884	884	884	884
ENSMUSG00000097831	2068	2068	2068	2068
ENSMUSG00000030166	1145	829	3553	5752
ENSMUSG00000045962	3186	1030	11330	22825
ENSMUSG00000089936	288	288	288	288
ENSMUSG00000076217	84	84	84	84
ENSMUSG00000041377	838	838	853	937
ENSMUSG00000119208	107	107	107	107
ENSMUSG00000041372	3415	3610	3677	3779
ENSMUSG00000051586	3424	2390	9357	23038
ENSMUSG00000108171	5037	5037	5037	5037
ENSMUSG00000097011	1403	1403	1524	2759
ENSMUSG00000108096	946	946	946	946
ENSMUSG00000067825	2699	2867	4093	5667
ENSMUSG00000107915	1509	1509	1509	1509
ENSMUSG00000030137	2263	2263	2263	2263
ENSMUSG00000086527	1162	1162	1162	1162
ENSMUSG00000030107	885	636	1771	2790
ENSMUSG00000030108	1201	967	2234	2904
ENSMUSG00002076341	97	97	97	97
ENSMUSG00000030109	1144	845	2644	3052
ENSMUSG00000040797	7231	7152	8067	13577
ENSMUSG00000107923	328	328	328	328
ENSMUSG00000108223	267	267	267	267
ENSMUSG00000107752	388	388	388	388
ENSMUSG00000107438	754	754	754	754
ENSMUSG00000030111	2539	2579	4605	7021
ENSMUSG00000107998	407	407	407	407
ENSMUSG00000108022	4657	4657	4657	4657
ENSMUSG00000059908	2017	647	4657	5770
ENSMUSG00000107735	132	132	132	132
ENSMUSG00000108083	3578	3578	3578	3578
ENSMUSG00000000693	1808	617	4098	4603
ENSMUSG00000099035	63	63	63	63
ENSMUSG00000068329	1243	1108	2512	2946
ENSMUSG00000009145	2144	2144	3257	3419
ENSMUSG00000068327	1375	1375	1514	1582
ENSMUSG00000103189	1518	1518	1518	1518
ENSMUSG00000069678	677	655	918	1649
ENSMUSG00000118678	77	77	77	77
ENSMUSG00000107499	1653	2197	2317	3173
ENSMUSG00000087578	655	671	891	1083
ENSMUSG00000030037	702	702	710	790
ENSMUSG00000030036	1732	1732	2780	2892
ENSMUSG00000030035	961	837	1902	2403
ENSMUSG00000030034	1037	1174	1503	1594
ENSMUSG00000108109	290	290	290	290
ENSMUSG00000034930	1329	792	3080	4269
ENSMUSG00000030032	1802	1089	4634	4738
ENSMUSG00000030030	2045	2045	2070	2221
ENSMUSG00000031865	2145	778	4321	6509
ENSMUSG00000085782	1840	1405	3402	3889
ENSMUSG00000068323	2587	2190	5123	5804
ENSMUSG00000005667	863	612	2085	3487
ENSMUSG00000108053	2799	2799	2799	2799
ENSMUSG00000043131	2065	1520	4412	4794
ENSMUSG00000045160	756	554	2312	3211
ENSMUSG00000000942	1594	1594	1594	1594
ENSMUSG00000038253	1877	1877	1877	1877
ENSMUSG00000043219	874	874	874	874
ENSMUSG00000038236	1217	807	2031	2876
ENSMUSG00000038227	1500	851	3226	5580
ENSMUSG00000065443	85	85	85	85
ENSMUSG00000000938	1689	1573	2565	3270
ENSMUSG00000038210	2192	2192	2287	2287
ENSMUSG00000086427	1308	1090	2118	3073
ENSMUSG00002075397	96	96	96	96
ENSMUSG00002075448	187	187	187	187
ENSMUSG00002075224	91	91	91	91
ENSMUSG00002076021	233	233	233	233
ENSMUSG00002076839	204	204	204	204
ENSMUSG00002076652	177	177	177	177
ENSMUSG00000102373	1243	1243	1243	1243
ENSMUSG00002076831	59	59	59	59
ENSMUSG00002076776	378	378	378	378
ENSMUSG00000055408	2335	2335	2346	2879
ENSMUSG00002076186	361	361	361	361
ENSMUSG00002075330	171	171	171	171
ENSMUSG00000107463	728	728	728	728
ENSMUSG00000056370	1140	1327	1548	2022
ENSMUSG00000056305	1232	751	2244	2445
ENSMUSG00000108435	963	963	963	963
ENSMUSG00000058706	2914	3009	4605	5832
ENSMUSG00000055912	931	551	1546	1548
ENSMUSG00000055850	966	813	2410	2860
ENSMUSG00000073002	1265	623	2619	2707
ENSMUSG00000050732	1448	1448	2076	2311
ENSMUSG00000053460	1477	1099	2929	3244
ENSMUSG00000053907	1189	714	3387	4486
ENSMUSG00000108591	1560	1560	1560	1560
ENSMUSG00000081979	650	650	650	650
ENSMUSG00000082781	269	269	269	269
ENSMUSG00000029844	2147	2147	2251	2251
ENSMUSG00000087658	458	409	713	1025
ENSMUSG00002076637	125	125	125	125
ENSMUSG00002075344	214	214	214	214
ENSMUSG00002074924	102	102	102	102
ENSMUSG00002075580	143	143	143	143
ENSMUSG00000014704	1775	1775	1775	1775
ENSMUSG00000056445	1889	1567	3047	3361
ENSMUSG00000079560	1639	1809	2591	6014
ENSMUSG00000087626	552	552	552	552
ENSMUSG00000085696	1211	853	2207	2889
ENSMUSG00000101451	1387	1387	2015	2015
ENSMUSG00000005503	1955	1955	2877	2877
ENSMUSG00000059159	213	213	213	213
ENSMUSG00000084282	281	281	281	281
ENSMUSG00000107679	498	498	498	498
ENSMUSG00000108147	1282	1282	1282	1282
ENSMUSG00000103951	1891	1891	1891	1891
ENSMUSG00000107870	165	165	165	165
ENSMUSG00000107601	838	838	838	838
ENSMUSG00000106955	241	241	241	241
ENSMUSG00000106945	181	181	181	181
ENSMUSG00000106779	733	733	733	733
ENSMUSG00000107184	1387	1387	1387	1387
ENSMUSG00000107017	2114	2114	2114	2114
ENSMUSG00000107222	326	326	326	326
ENSMUSG00000107215	2583	2583	2583	2583
ENSMUSG00000047735	2879	2879	5330	5427
ENSMUSG00000044156	1909	1945	3786	5874
ENSMUSG00000001376	2509	1786	5361	10856
ENSMUSG00000107094	2490	2490	2490	2490
ENSMUSG00000023964	3048	3518	3763	3912
ENSMUSG00000076357	85	85	85	85
ENSMUSG00000070107	107	107	107	107
ENSMUSG00000108091	388	388	388	388
ENSMUSG00000029664	859	636	1530	1747
ENSMUSG00000029663	2079	2079	2976	3515
ENSMUSG00000032766	919	919	919	919
ENSMUSG00000107681	495	495	495	495
ENSMUSG00000032757	934	469	2461	3730
ENSMUSG00000108139	247	247	247	247
ENSMUSG00000107510	96	96	96	96
ENSMUSG00000098779	607	607	607	607
ENSMUSG00000107564	164	164	164	164
ENSMUSG00000108014	293	293	293	293
ENSMUSG00002075587	327	327	327	327
ENSMUSG00000107450	322	322	322	322
ENSMUSG00000102946	725	725	725	725
ENSMUSG00000107603	1792	1792	1792	1792
ENSMUSG00000107828	2989	2989	2989	2989
ENSMUSG00000097513	2848	2848	2848	2848
ENSMUSG00000015189	1282	547	3961	4037
ENSMUSG00000107932	938	938	938	938
ENSMUSG00000004631	1907	1696	4416	10612
ENSMUSG00000107977	2006	2006	2006	2006
ENSMUSG00000093570	441	338	748	811
ENSMUSG00000097630	172	172	172	172
ENSMUSG00000083041	427	427	427	427
ENSMUSG00000032827	3977	3615	9547	14531
ENSMUSG00000097385	4149	4149	4149	4149
ENSMUSG00000097464	1236	1236	1236	1236
ENSMUSG00000097396	320	320	320	320
ENSMUSG00000002588	1120	1159	1544	2898
ENSMUSG00000107881	4229	4229	4229	4229
ENSMUSG00000029759	1106	808	2014	3385
ENSMUSG00000032667	2044	2550	2834	7339
ENSMUSG00000107668	1826	1826	1826	1826
ENSMUSG00000042607	2214	2214	3286	3932
ENSMUSG00000019577	1489	573	3484	3511
ENSMUSG00000029757	1789	2518	2718	3572
ENSMUSG00000085416	503	503	503	503
ENSMUSG00000097669	233	233	233	233
ENSMUSG00000097175	225	225	225	225
ENSMUSG00000097900	964	964	964	964
ENSMUSG00000093658	737	737	758	1121
ENSMUSG00000093380	489	489	489	489
ENSMUSG00000042541	1861	1861	2250	3542
ENSMUSG00000093675	917	917	1227	1455
ENSMUSG00000093581	662	662	662	662
ENSMUSG00000093651	1066	1066	1066	1066
ENSMUSG00002075275	180	180	180	180
ENSMUSG00002075212	207	207	207	207
ENSMUSG00000107967	2030	2030	2030	2030
ENSMUSG00000094868	1354	1354	1354	1354
ENSMUSG00002075665	146	146	146	146
ENSMUSG00002076380	162	162	162	162
ENSMUSG00000097356	2401	2401	2401	2401
ENSMUSG00000042505	2644	2644	4323	5095
ENSMUSG00000098421	542	542	542	542
ENSMUSG00000099178	945	945	945	945
ENSMUSG00000098501	1985	1985	2217	3809
ENSMUSG00000107517	2678	2678	2678	2678
ENSMUSG00000107493	361	361	361	361
ENSMUSG00000061762	1062	980	1975	3399
ENSMUSG00000099182	637	637	637	637
ENSMUSG00000029752	985	568	2016	2735
ENSMUSG00000107394	471	471	471	471
ENSMUSG00000107844	388	388	388	388
ENSMUSG00000042460	6092	6092	6092	6092
ENSMUSG00000107549	1872	1872	1872	1872
ENSMUSG00000107763	190	190	190	190
ENSMUSG00002075238	129	129	129	129
ENSMUSG00000096403	843	843	843	843
ENSMUSG00000042447	3173	3028	3710	6552
ENSMUSG00000012483	676	676	682	1136
ENSMUSG00000089862	1480	1851	2615	5018
ENSMUSG00000107705	5842	5842	5842	5842
ENSMUSG00000089890	626	626	626	626
ENSMUSG00000089735	1784	1784	1784	1784
ENSMUSG00000090151	616	616	616	616
ENSMUSG00002075015	312	312	312	312
ENSMUSG00000077250	121	121	121	121
ENSMUSG00000029638	2258	1563	6200	7756
ENSMUSG00000107724	1247	1247	1247	1247
ENSMUSG00000062995	1050	1049	2075	3243
ENSMUSG00000046178	2576	2578	2815	4753
ENSMUSG00000107851	313	313	313	313
ENSMUSG00000107459	1063	1063	1063	1063
ENSMUSG00000107762	625	625	625	625
ENSMUSG00000108222	901	901	901	901
ENSMUSG00000108249	5020	5020	5020	5020
ENSMUSG00000118743	107	107	107	107
ENSMUSG00002075268	92	92	92	92
ENSMUSG00000071337	1701	1056	4477	15750
ENSMUSG00000046679	1832	2422	2922	4092
ENSMUSG00000085589	2330	2330	2427	2761
ENSMUSG00000107876	490	490	490	490
ENSMUSG00000101210	3156	3156	3156	3156
ENSMUSG00000100174	1757	1757	1757	1757
ENSMUSG00000051695	1830	1830	1830	1830
ENSMUSG00002075168	62	62	62	62
ENSMUSG00000108059	2175	2175	2175	2175
ENSMUSG00000033508	1547	1547	1547	1547
ENSMUSG00000001156	2152	1763	4666	7072
ENSMUSG00000108291	2364	2364	2364	2364
ENSMUSG00000001158	771	853	1005	1837
ENSMUSG00000108197	606	606	606	606
ENSMUSG00000001157	1859	1855	2949	6493
ENSMUSG00000107961	336	336	336	336
ENSMUSG00000029994	1452	1020	2623	4645
ENSMUSG00000100164	1042	1042	1042	1042
ENSMUSG00000108216	1580	1580	1580	1580
ENSMUSG00000108152	1691	1691	1691	1691
ENSMUSG00000068328	883	737	1826	3276
ENSMUSG00000039742	1295	1406	1584	1625
ENSMUSG00000090692	190	190	190	190
ENSMUSG00000029767	1607	1137	3229	4663
ENSMUSG00000058831	1246	1084	2410	2557
ENSMUSG00002076777	89	89	89	89
ENSMUSG00002075963	143	143	143	143
ENSMUSG00000068699	6376	8939	9038	9402
ENSMUSG00000029769	2087	2436	3894	4383
ENSMUSG00000033933	1021	500	2792	2997
ENSMUSG00000097671	678	678	678	678
ENSMUSG00000060477	1427	688	3196	4412
ENSMUSG00000107723	301	301	301	301
ENSMUSG00000107846	2488	2488	2488	2488
ENSMUSG00000108024	538	538	538	538
ENSMUSG00000106581	58	58	58	58
ENSMUSG00000097994	1151	1151	1151	1151
ENSMUSG00000064177	443	400	891	1079
ENSMUSG00000108154	695	695	695	695
ENSMUSG00000108137	929	929	929	929
ENSMUSG00000030298	976	922	1599	3184
ENSMUSG00000030302	4321	4586	8877	12612
ENSMUSG00000108297	1878	1878	1878	1878
ENSMUSG00000087053	1960	1960	1960	1960
ENSMUSG00000087083	1413	1413	1413	1413
ENSMUSG00000107540	76	76	76	76
ENSMUSG00000107474	52	52	52	52
ENSMUSG00000108186	640	640	640	640
ENSMUSG00000076548	348	348	348	348
ENSMUSG00000076549	394	394	394	394
ENSMUSG00000104697	354	354	354	354
ENSMUSG00000088675	327	327	327	327
ENSMUSG00000106222	238	238	238	238
ENSMUSG00000105110	348	348	348	348
ENSMUSG00000105883	358	358	358	358
ENSMUSG00000105747	343	343	343	343
ENSMUSG00000038203	2400	2400	2400	2400
ENSMUSG00000087441	557	557	557	557
ENSMUSG00000056215	3779	3058	10475	12075
ENSMUSG00000087356	1742	1742	1742	1742
ENSMUSG00000018999	3416	3215	6253	9177
ENSMUSG00000087613	744	744	744	744
ENSMUSG00000001642	1941	1116	5024	8384
ENSMUSG00000096086	582	582	582	582
ENSMUSG00000107508	337	337	337	337
ENSMUSG00000049093	2488	2488	2488	2488
ENSMUSG00000105650	660	660	660	660
ENSMUSG00000051397	1735	1735	1735	1735
ENSMUSG00000076501	501	501	501	501
ENSMUSG00000104819	1256	1256	1256	1256
ENSMUSG00000104931	297	297	297	297
ENSMUSG00000096336	394	394	394	394
ENSMUSG00000030330	1579	1446	3458	5320
ENSMUSG00000108037	3348	3348	3516	3634
ENSMUSG00000072770	958	695	1883	3277
ENSMUSG00000067714	1425	1425	1458	1515
ENSMUSG00000107761	593	593	593	593
ENSMUSG00000098762	63	63	63	63
ENSMUSG00000088208	136	136	136	136
ENSMUSG00000107800	114	114	114	114
ENSMUSG00000037827	1479	1479	1479	1479
ENSMUSG00000107831	490	490	490	490
ENSMUSG00000030363	560	560	606	703
ENSMUSG00000107425	157	157	157	157
ENSMUSG00000030364	1087	902	2160	2709
ENSMUSG00000107495	2711	2711	2711	2711
ENSMUSG00000079299	797	797	870	1404
ENSMUSG00000030361	826	719	1274	1595
ENSMUSG00000046733	2083	2083	2083	2083
ENSMUSG00000030205	1332	1332	1348	1385
ENSMUSG00000108191	375	375	375	375
ENSMUSG00000042770	1067	718	2618	3711
ENSMUSG00000088372	134	134	134	134
ENSMUSG00000108248	907	907	907	907
ENSMUSG00000108239	2573	2573	2573	2573
ENSMUSG00000030207	2398	2927	4221	6912
ENSMUSG00000030206	1301	1345	1426	1586
ENSMUSG00000119940	465	465	465	465
ENSMUSG00000047104	1279	1279	1279	1279
ENSMUSG00000108179	256	256	256	256
ENSMUSG00000107768	2519	2519	2519	2519
ENSMUSG00000082691	342	342	342	342
ENSMUSG00000030208	2400	2742	2911	5935
ENSMUSG00000065187	115	115	115	115
ENSMUSG00000107866	117	117	117	117
ENSMUSG00000030325	1449	1279	2623	2961
ENSMUSG00000107872	605	622	678	1012
ENSMUSG00000079298	1227	1166	2228	2228
ENSMUSG00000107946	519	519	519	519
ENSMUSG00000108095	2971	2971	2971	2971
ENSMUSG00000090164	1017	1017	1568	1584
ENSMUSG00000107633	2646	2646	2646	2646
ENSMUSG00000107733	692	692	692	692
ENSMUSG00000030365	1626	1091	2764	3110
ENSMUSG00000120116	1039	1039	1039	1039
ENSMUSG00000107909	1663	1663	1663	1663
ENSMUSG00000120028	1615	1615	1615	1615
ENSMUSG00000120270	2092	2092	2092	2092
ENSMUSG00000107773	735	735	743	996
ENSMUSG00000086021	1534	1534	1537	1594
ENSMUSG00000120453	869	869	869	869
ENSMUSG00000120454	1326	1326	1326	1326
ENSMUSG00000120498	396	396	396	396
ENSMUSG00000120520	668	668	668	668
ENSMUSG00000119951	584	640	735	999
ENSMUSG00000120614	568	568	568	568
ENSMUSG00000108084	1298	1298	2226	2226
ENSMUSG00000096299	1569	1440	2394	4268
ENSMUSG00000120648	942	942	942	942
ENSMUSG00000120672	817	817	817	817
ENSMUSG00000054488	915	848	1580	2706
ENSMUSG00000085470	554	500	737	1253
ENSMUSG00000120046	1373	1290	1664	1666
ENSMUSG00000120732	1581	1581	1581	1581
ENSMUSG00000044471	1166	1010	3523	8616
ENSMUSG00000120745	633	633	633	633
ENSMUSG00000101553	646	709	724	970
ENSMUSG00000120764	1678	1678	1678	1678
ENSMUSG00000073154	1340	846	3174	9673
ENSMUSG00000120822	1212	1212	1212	1212
ENSMUSG00000120845	781	781	781	781
ENSMUSG00000112144	633	607	699	1217
ENSMUSG00000054556	692	454	2225	3715
ENSMUSG00000119973	1146	1162	1873	2834
ENSMUSG00000120876	1011	1011	1011	1011
ENSMUSG00000097675	1401	1401	1871	1871
ENSMUSG00000120580	584	596	644	989
ENSMUSG00000073144	914	914	972	972
ENSMUSG00000092090	2093	1314	7367	7549
ENSMUSG00000120919	528	528	528	528
ENSMUSG00000056771	1179	1085	2346	2794
ENSMUSG00000059659	1395	1099	3694	6427
ENSMUSG00000097462	1408	1440	2968	7775
ENSMUSG00000120192	781	779	877	971
ENSMUSG00000120307	1027	954	1522	1670
ENSMUSG00000120456	544	544	544	544
ENSMUSG00000093482	1158	1007	2703	11875
ENSMUSG00000107736	382	382	382	382
ENSMUSG00000120976	2215	2215	2215	2215
ENSMUSG00000121002	640	640	640	640
ENSMUSG00000121011	759	759	759	759
ENSMUSG00000108276	3910	3910	5934	7360
ENSMUSG00000121036	1126	1126	1126	1126
ENSMUSG00000107230	850	850	894	1395
ENSMUSG00000090063	2321	2520	4797	8069
ENSMUSG00000100680	588	529	814	815
ENSMUSG00000121058	904	904	904	904
ENSMUSG00000107516	1713	1713	1713	1713
ENSMUSG00000121078	140	140	140	140
ENSMUSG00000121085	318	318	318	318
ENSMUSG00000086212	1324	1669	2067	5752
ENSMUSG00000121098	797	797	797	797
ENSMUSG00000120618	320	320	320	320
ENSMUSG00000086763	1370	1370	1977	2047
ENSMUSG00000044867	1436	1771	1944	3113
ENSMUSG00000121125	705	705	705	705
ENSMUSG00000098318	1076	492	5662	7234
ENSMUSG00000085067	1602	1394	2773	4169
ENSMUSG00000121138	1927	1927	1927	1927
ENSMUSG00000107785	1003	704	2936	3524
ENSMUSG00000106734	1731	1615	2993	6765
ENSMUSG00000109556	346	346	346	346
ENSMUSG00000085776	972	943	1485	2993
ENSMUSG00000121153	2420	2420	2420	2420
ENSMUSG00000121161	1707	1707	1707	1707
ENSMUSG00000086863	466	466	508	673
ENSMUSG00000097616	1133	1130	1925	4574
ENSMUSG00000120743	654	654	1041	1248
ENSMUSG00000086429	1204	1205	1788	3075
ENSMUSG00000121190	831	831	831	831
ENSMUSG00000121037	406	406	521	521
ENSMUSG00000121193	409	409	409	409
ENSMUSG00000121179	3093	3093	3093	3093
ENSMUSG00000120675	694	694	774	774
ENSMUSG00000085171	1350	1647	1789	2431
ENSMUSG00000121205	1481	1481	1481	1481
ENSMUSG00000121030	533	511	686	1169
ENSMUSG00000105646	1661	1224	3078	6087
ENSMUSG00000085786	1260	1008	2231	4360
ENSMUSG00000087305	1284	1318	2010	5163
ENSMUSG00000106874	1785	741	3852	5600
ENSMUSG00000097166	1168	1105	1302	1498
ENSMUSG00000097354	960	730	4033	7757
ENSMUSG00000120319	638	638	709	718
ENSMUSG00000087380	866	718	1882	8475
ENSMUSG00000047720	1078	1078	1582	1809
ENSMUSG00000053063	1767	1660	3233	5528
ENSMUSG00000030158	1428	1428	1521	1619
ENSMUSG00000030159	1626	852	4347	5103
ENSMUSG00000046080	1368	867	3293	3293
ENSMUSG00000107792	594	594	594	594
ENSMUSG00000033082	2393	1907	5128	5180
ENSMUSG00000079293	1211	707	2272	2638
ENSMUSG00000089997	2657	2657	3678	3681
ENSMUSG00000108079	2057	2057	2089	2285
ENSMUSG00000068263	1553	2016	2729	4053
ENSMUSG00000068262	1209	1209	1209	1209
ENSMUSG00000107849	379	379	379	379
ENSMUSG00000030054	881	881	881	881
ENSMUSG00000030055	1914	1262	4605	5526
ENSMUSG00000108064	3158	3158	3158	3158
ENSMUSG00000108120	865	865	865	865
ENSMUSG00000030056	1211	571	5837	6732
ENSMUSG00000108042	2593	2593	2593	2593
ENSMUSG00000107798	1098	1098	1098	1098
ENSMUSG00000030058	1775	871	5357	11011
ENSMUSG00000097763	1115	1115	1115	1115
ENSMUSG00000030060	938	882	1572	2445
ENSMUSG00000068689	414	414	414	414
ENSMUSG00000084950	1221	1415	1434	2100
ENSMUSG00002076518	128	128	128	128
ENSMUSG00000108049	3539	3539	3539	3539
ENSMUSG00000108227	1044	1044	1044	1044
ENSMUSG00000079477	1422	1657	2159	2610
ENSMUSG00000108268	1929	1929	1929	1929
ENSMUSG00000121170	201	201	201	201
ENSMUSG00000030062	1354	821	3633	4512
ENSMUSG00000099095	131	131	131	131
ENSMUSG00000120157	620	620	620	620
ENSMUSG00000044927	1217	1217	1217	1217
ENSMUSG00000030310	2237	2007	4302	8486
ENSMUSG00000121056	448	448	448	448
ENSMUSG00000091386	915	915	915	915
ENSMUSG00000121299	1617	1617	1617	1617
ENSMUSG00000093385	1683	1683	1683	1683
ENSMUSG00000121304	2706	2706	2706	2706
ENSMUSG00000107718	2575	2575	2575	2575
ENSMUSG00000121305	1245	1245	1368	1888
ENSMUSG00000061843	956	956	956	956
ENSMUSG00000121331	3487	3487	3600	3600
ENSMUSG00000079295	701	701	701	701
ENSMUSG00000121354	414	414	414	414
ENSMUSG00000030178	826	826	850	854
ENSMUSG00000121360	704	704	769	956
ENSMUSG00000098015	1314	1314	1314	1314
ENSMUSG00000121361	2945	2945	2945	2945
ENSMUSG00000098137	2592	2592	2592	2592
ENSMUSG00000121362	630	630	630	630
ENSMUSG00000107582	2586	2586	2586	2586
ENSMUSG00000121363	701	701	701	701
ENSMUSG00000108066	545	545	545	545
ENSMUSG00000121364	661	661	661	661
ENSMUSG00000061969	2550	2550	2550	2550
ENSMUSG00000121365	714	714	714	714
ENSMUSG00000089792	291	291	291	291
ENSMUSG00000121366	585	585	585	585
ENSMUSG00000095412	528	528	528	528
ENSMUSG00000121368	648	648	648	648
ENSMUSG00000093382	913	913	913	913
ENSMUSG00000121370	3452	3452	3452	3452
ENSMUSG00000093666	910	910	910	910
ENSMUSG00000121371	4630	4630	4630	4630
ENSMUSG00000068303	605	605	605	605
ENSMUSG00000121376	1799	1799	2892	3437
ENSMUSG00000107708	789	789	789	789
ENSMUSG00000121379	3208	3208	3208	3208
ENSMUSG00000090098	2290	2290	2290	2290
ENSMUSG00000121380	1170	1170	1170	1170
ENSMUSG00000093504	900	900	900	900
ENSMUSG00000121381	2153	2153	2334	2334
ENSMUSG00000087150	570	570	570	570
ENSMUSG00000121482	1579	1579	2344	2344
ENSMUSG00000072653	1479	1479	1479	1479
ENSMUSG00000121486	2048	2005	4419	6886
ENSMUSG00000108106	522	522	522	522
ENSMUSG00000121488	1632	1632	2613	2623
ENSMUSG00000071332	381	381	381	381
ENSMUSG00000107818	64	64	64	64
ENSMUSG00000095236	1868	1868	2782	2782
ENSMUSG00000065034	108	108	108	108
ENSMUSG00000094192	2115	2347	2813	2813
ENSMUSG00000108058	936	936	936	936
ENSMUSG00000054431	1416	1416	1899	1899
ENSMUSG00002075492	106	106	106	106
ENSMUSG00000049168	1381	1479	1974	2024
ENSMUSG00000107639	424	424	424	424
ENSMUSG00000107441	3086	3086	3086	3086
ENSMUSG00002075653	121	121	121	121
ENSMUSG00000106974	931	931	931	931
ENSMUSG00000106893	928	928	928	928
ENSMUSG00000107185	355	355	355	355
ENSMUSG00000107233	212	212	212	212
ENSMUSG00000056197	1087	1087	1087	1087
ENSMUSG00000034968	674	674	817	934
ENSMUSG00000038279	1588	1588	2597	2772
ENSMUSG00000038271	2284	2836	4233	5691
ENSMUSG00000057666	945	565	3289	4133
ENSMUSG00000038252	999	682	4629	6267
ENSMUSG00000089617	325	325	325	325
ENSMUSG00000099587	281	281	281	281
ENSMUSG00000030335	1620	855	3427	4043
ENSMUSG00000093157	87	87	87	87
ENSMUSG00000107995	325	325	325	325
ENSMUSG00000030337	2443	2086	5709	10167
ENSMUSG00000038213	2352	2352	2352	2352
ENSMUSG00000030336	797	666	1559	2328
ENSMUSG00000098856	129	129	129	129
ENSMUSG00000121048	773	773	1112	1112
ENSMUSG00000107965	298	298	298	298
ENSMUSG00000089556	129	129	129	129
ENSMUSG00000108129	1837	1340	3458	6820
ENSMUSG00000067702	1509	1509	1509	1509
ENSMUSG00000030339	924	450	2107	2354
ENSMUSG00000030340	2598	2807	3499	4132
ENSMUSG00000030341	844	692	2156	2591
ENSMUSG00000038167	3299	3299	3299	3299
ENSMUSG00000120430	818	808	1120	1246
ENSMUSG00000030342	972	904	1228	2044
ENSMUSG00000101191	581	581	782	897
ENSMUSG00000101162	896	595	1542	3069
ENSMUSG00000107786	225	225	225	225
ENSMUSG00000033963	1254	1254	1358	1359
ENSMUSG00000033940	1095	1095	1095	1095
ENSMUSG00000107937	662	662	662	662
ENSMUSG00000107560	739	739	739	739
ENSMUSG00000056952	1918	2416	3096	3548
ENSMUSG00000121578	198	198	198	198
ENSMUSG00000107576	1802	1802	1802	1802
ENSMUSG00000107688	649	649	649	649
ENSMUSG00000029993	994	829	2508	4822
ENSMUSG00000029992	2141	1255	6238	10072
ENSMUSG00000090891	1586	2161	2218	2415
ENSMUSG00000033420	3177	3169	5253	9537
ENSMUSG00000108195	2112	2112	2112	2112
ENSMUSG00000107436	2066	2066	2066	2066
ENSMUSG00000107865	3359	3359	3359	3359
ENSMUSG00000108006	705	705	705	705
ENSMUSG00002074885	112	112	112	112
ENSMUSG00000107780	782	782	782	782
ENSMUSG00000108143	2109	2109	2109	2109
ENSMUSG00000030050	1250	1250	1250	1250
ENSMUSG00000030049	788	788	788	788
