gene	mean	median	longest_isoform	merged
ENSG00000254677	1228	1228	1228	1228
ENSG00000287802	748	748	748	748
ENSG00000279454	857	857	857	857
ENSG00000254758	660	660	660	660
ENSG00000118113	1450	1050	3055	3437
ENSG00000279697	617	617	617	617
ENSG00000077616	1874	1695	3466	7168
ENSG00000250946	1238	1238	1238	1238
ENSG00000280093	381	381	381	381
ENSG00000137675	1876	1876	1876	1876
ENSG00000255256	494	494	494	494
ENSG00000255353	1245	1245	1245	1245
ENSG00000165895	2456	690	8156	9313
ENSG00000224829	427	427	427	427
ENSG00000231726	265	265	265	265
ENSG00000270449	199	199	199	199
ENSG00000086991	1942	1774	4269	6099
ENSG00000173156	748	602	1104	1240
ENSG00000255345	1007	720	1897	2399
ENSG00000274584	309	309	309	309
ENSG00000254911	353	353	353	353
ENSG00000255285	322	322	322	322
ENSG00000280124	610	610	610	610
ENSG00000279209	1513	1513	1513	1513
ENSG00000255380	960	960	960	960
ENSG00000284057	2993	2993	2993	2993
ENSG00000042429	2236	2210	5087	16610
ENSG00000181333	5809	5809	5809	5809
ENSG00000255548	547	547	547	547
ENSG00000261098	4140	4140	4140	4140
ENSG00000255170	255	255	255	255
ENSG00000214376	1614	1397	3056	3936
ENSG00000168930	1800	1800	2163	2163
ENSG00000278953	483	483	483	483
ENSG00000123892	1122	1007	1432	1432
ENSG00000069482	697	697	749	1300
ENSG00000279248	399	399	399	399
ENSG00000279056	346	346	346	346
ENSG00000054967	2251	2669	4346	6187
ENSG00000255501	774	627	1675	2280
ENSG00000255547	770	770	770	770
ENSG00000137672	1978	2448	4691	5616
ENSG00000254830	380	380	380	380
ENSG00000234376	1191	1191	1191	1191
ENSG00000173120	2640	743	7386	10381
ENSG00000255316	516	516	516	516
ENSG00000255486	758	758	758	758
ENSG00000254434	585	585	585	585
ENSG00000254939	1754	1754	1754	1754
ENSG00000170290	688	722	906	906
ENSG00000254436	397	397	397	397
ENSG00000170962	2836	3838	4052	4263
ENSG00000255070	595	595	595	595
ENSG00000286345	699	699	699	699
ENSG00000213252	1499	1499	1499	1499
ENSG00000137713	1517	1199	5553	6686
ENSG00000255065	1469	1469	1469	1469
ENSG00000166682	1374	1524	2340	2665
ENSG00000110675	1415	972	2935	5856
ENSG00000254555	285	285	285	285
ENSG00000256928	752	752	752	752
ENSG00000177103	5355	6342	6899	7036
ENSG00000110237	2359	793	8163	9921
ENSG00000254511	342	342	342	342
ENSG00000225215	1186	1186	1186	1186
ENSG00000255149	184	184	184	184
ENSG00000255429	231	231	231	231
ENSG00000255241	252	252	252	252
ENSG00000227376	552	552	552	552
ENSG00000254702	1599	1599	1599	1599
ENSG00000233497	951	951	951	951
ENSG00000255014	560	560	560	560
ENSG00000166002	542	423	987	1106
ENSG00000149380	1532	2045	2627	3990
ENSG00000255483	490	490	490	490
ENSG00000285568	1052	1052	1052	1052
ENSG00000074201	884	707	2982	4581
ENSG00000256448	309	309	334	344
ENSG00000255246	900	900	974	1058
ENSG00000166900	2116	1297	6154	7308
ENSG00000109944	3216	2373	7057	8589
ENSG00000137714	3144	3144	3144	3144
ENSG00000137699	977	555	2977	10040
ENSG00000244400	709	709	709	709
ENSG00000254880	586	586	586	586
ENSG00000196914	3515	2721	10326	24906
ENSG00000227125	562	562	562	562
ENSG00000154144	2120	1721	5144	7155
ENSG00000255327	762	762	762	762
ENSG00000255455	3994	3994	3994	3994
ENSG00000240121	246	246	246	246
ENSG00000110013	2291	2126	5441	8079
ENSG00000227593	950	950	950	950
ENSG00000255786	325	325	325	325
ENSG00000109943	1664	1929	2473	2679
ENSG00000043039	2026	2026	2148	3752
ENSG00000279046	1117	1117	1117	1117
ENSG00000213233	453	453	453	453
ENSG00000149557	1254	750	4744	9324
ENSG00000255155	214	214	214	214
ENSG00000091664	1762	1049	3665	4615
ENSG00000204456	755	755	755	755
ENSG00000149256	2083	690	14381	16414
ENSG00000254515	385	385	385	385
ENSG00000281097	982	982	982	982
ENSG00000278945	100	100	100	100
ENSG00000154127	1550	842	6865	8964
ENSG00000204300	900	900	1141	1141
ENSG00000134910	1327	607	4501	7369
ENSG00000109929	1945	1524	6854	10054
ENSG00000166118	763	763	873	898
ENSG00000254989	389	389	389	389
ENSG00000286341	2043	2043	2043	2043
ENSG00000213153	751	751	751	751
ENSG00000272642	971	971	1529	1638
ENSG00000149571	1879	2019	3820	6595
ENSG00000232460	1012	1012	1012	1012
ENSG00000149547	1153	1116	2191	3491
ENSG00000254612	742	742	742	742
ENSG00000254591	310	310	310	310
ENSG00000255352	1795	1795	1795	1795
ENSG00000255537	3423	3423	3423	3423
ENSG00000197798	1247	1169	2016	3534
ENSG00000280385	4507	4507	4507	4507
ENSG00000154143	1729	1729	1729	1729
ENSG00000255006	334	334	334	334
ENSG00000110172	1924	1136	5361	11099
ENSG00000165495	1288	589	4531	6538
ENSG00000270701	235	235	235	235
ENSG00000255032	628	628	628	628
ENSG00000259290	345	345	356	455
ENSG00000254932	645	645	645	645
ENSG00000187151	1484	1484	2368	2368
ENSG00000279295	1904	1904	1904	1904
ENSG00000110318	4716	5300	7048	8200
ENSG00000254471	2118	2118	2118	2118
ENSG00000275669	66	66	66	66
ENSG00000266645	72	72	72	72
ENSG00000278529	88	88	88	88
ENSG00000212365	115	115	115	115
ENSG00000221703	72	72	72	72
ENSG00000265210	63	63	63	63
ENSG00000207407	136	136	136	136
ENSG00000264309	80	80	80	80
ENSG00000252519	105	105	105	105
ENSG00000207252	100	100	100	100
ENSG00000222427	85	85	85	85
ENSG00000243505	286	286	286	286
ENSG00000275868	86	86	86	86
ENSG00000212551	210	210	210	210
ENSG00000251838	96	96	96	96
ENSG00000201591	107	107	107	107
ENSG00000263389	107	107	107	107
ENSG00000206806	109	109	109	109
ENSG00000252922	106	106	106	106
ENSG00000222385	326	326	326	326
ENSG00000273912	68	68	68	68
ENSG00000264559	82	82	82	82
ENSG00000223223	327	327	327	327
ENSG00000283326	66	66	66	66
ENSG00000200146	107	107	107	107
ENSG00000206816	102	102	102	102
ENSG00000211997	88	88	88	88
ENSG00000238880	61	61	61	61
ENSG00000266570	58	58	58	58
ENSG00000264110	96	96	96	96
ENSG00000207113	107	107	107	107
ENSG00000206690	111	111	111	111
ENSG00000240202	294	294	294	294
ENSG00000207299	71	71	71	71
ENSG00000242165	299	299	299	299
ENSG00000199875	113	113	113	113
ENSG00000202314	73	73	73	73
ENSG00000275146	80	80	80	80
ENSG00000273885	70	70	70	70
ENSG00000207112	134	134	134	134
ENSG00000223269	315	315	315	315
ENSG00000206799	121	121	121	121
ENSG00000206834	130	130	130	130
ENSG00000207304	139	139	139	139
ENSG00000239195	73	73	73	73
ENSG00000207145	132	132	132	132
ENSG00000284458	91	91	91	91
ENSG00000210825	126	126	126	126
ENSG00000280773	61	61	61	61
ENSG00000206911	113	113	113	113
ENSG00000200047	317	317	317	317
ENSG00000264200	75	75	75	75
ENSG00000278640	287	287	287	287
ENSG00000266703	84	84	84	84
ENSG00000221586	82	82	82	82
ENSG00000200613	109	109	109	109
ENSG00000212397	99	99	99	99
ENSG00000239079	104	104	104	104
ENSG00000265357	73	73	73	73
ENSG00000199709	140	140	140	140
ENSG00000222844	106	106	106	106
ENSG00000274999	69	69	69	69
ENSG00000242673	302	302	302	302
ENSG00000222297	100	100	100	100
ENSG00000200278	134	134	134	134
ENSG00000284020	78	78	78	78
ENSG00000222774	305	305	305	305
ENSG00000223315	298	298	298	298
ENSG00000199090	95	95	95	95
ENSG00000149273	878	754	2059	5859
ENSG00000206941	148	148	148	148
ENSG00000207445	146	146	146	146
ENSG00000158555	1804	1201	4150	9905
ENSG00000254460	386	386	386	386
ENSG00000255434	546	546	546	546
ENSG00000254630	390	390	390	390
ENSG00000255280	290	290	290	290
ENSG00000166391	2383	2339	3204	4120
ENSG00000263993	298	298	298	298
ENSG00000254826	842	842	842	842
ENSG00000200256	109	109	109	109
ENSG00000199362	102	102	102	102
ENSG00000149257	1423	986	3523	6281
ENSG00000166927	1094	719	2956	4345
ENSG00000166928	2261	2815	3401	4006
ENSG00000166930	483	446	739	914
ENSG00000184232	1242	815	2262	2913
ENSG00000137709	2026	1779	3428	6700
ENSG00000259541	1349	1349	2128	2600
ENSG00000274303	298	298	298	298
ENSG00000173457	836	920	989	1658
ENSG00000257069	2733	2733	2733	2733
ENSG00000207024	102	102	102	102
ENSG00000219435	696	780	917	1109
ENSG00000126432	639	596	860	860
ENSG00000168071	2761	2617	5235	8350
ENSG00000278359	56	56	56	56
ENSG00000162302	1682	1508	3128	3807
ENSG00000221273	102	102	102	102
ENSG00000231492	516	558	651	965
ENSG00000232500	529	529	529	529
ENSG00000237363	395	395	395	395
ENSG00000168065	1777	1880	3545	5158
ENSG00000197891	2530	2599	2887	3380
ENSG00000237410	469	469	469	469
ENSG00000068831	1186	851	2983	6084
ENSG00000068976	1685	2152	2866	4658
ENSG00000168067	1848	1175	7147	7645
ENSG00000110047	1677	1015	4453	7084
ENSG00000230835	411	411	411	411
ENSG00000283926	110	110	110	110
ENSG00000284155	85	85	85	85
ENSG00000274986	75	75	75	75
ENSG00000274314	69	69	69	69
ENSG00000068971	1074	786	2729	3360
ENSG00000149735	600	582	752	931
ENSG00000168070	1015	937	2046	2324
ENSG00000168062	1676	1949	2569	2815
ENSG00000213465	777	812	1228	2037
ENSG00000278851	66	66	66	66
ENSG00000270775	800	800	800	800
ENSG00000171219	1812	396	6161	6531
ENSG00000272664	948	948	948	948
ENSG00000271602	1432	1432	1432	1432
ENSG00000272559	901	901	901	901
ENSG00000273051	899	899	899	899
ENSG00000201980	153	153	153	153
ENSG00000176951	952	952	952	952
ENSG00000231070	828	828	828	828
ENSG00000279270	948	948	948	948
ENSG00000197023	1004	1004	1004	1004
ENSG00000278870	966	966	966	966
ENSG00000227023	924	924	924	924
ENSG00000205496	942	942	942	942
ENSG00000225003	942	942	942	942
ENSG00000224300	942	942	942	942
ENSG00000230261	939	939	939	939
ENSG00000205495	936	936	936	936
ENSG00000176787	978	978	978	978
ENSG00000273085	926	926	926	926
ENSG00000237354	937	937	937	937
ENSG00000226157	936	936	936	936
ENSG00000203560	932	932	932	932
ENSG00000236897	869	869	869	869
ENSG00000285498	1153	1153	1153	1153
ENSG00000221031	192	192	192	192
ENSG00000244734	582	618	754	1304
ENSG00000223609	556	566	806	1152
ENSG00000284931	619	619	651	651
ENSG00000196565	529	586	694	841
ENSG00000239920	1354	1320	2561	5265
ENSG00000213931	818	913	918	961
ENSG00000229093	620	620	620	620
ENSG00000183251	933	933	933	933
ENSG00000223735	913	913	913	913
ENSG00000236359	769	769	769	769
ENSG00000176239	939	939	939	939
ENSG00000230087	887	887	887	887
ENSG00000236248	235	235	235	235
ENSG00000184321	951	951	951	951
ENSG00000167360	1096	1096	1096	1096
ENSG00000248424	950	950	950	950
ENSG00000230484	937	937	937	937
ENSG00000181609	1065	1065	1065	1065
ENSG00000175520	1598	1598	2379	2413
ENSG00000175518	2224	2224	2307	2429
ENSG00000224295	1479	1479	1479	1479
ENSG00000249633	898	898	898	898
ENSG00000248553	902	902	902	902
ENSG00000233646	939	939	939	939
ENSG00000229534	946	946	946	946
ENSG00000187747	1008	1008	1008	1008
ENSG00000121236	2012	2124	3422	3964
ENSG00000258588	3391	3391	3391	3391
ENSG00000232381	923	923	923	923
ENSG00000181023	2076	2076	2076	2076
ENSG00000236965	934	934	934	934
ENSG00000205409	962	962	970	982
ENSG00000233563	933	933	933	933
ENSG00000213934	806	587	1464	1467
ENSG00000182170	870	870	870	870
ENSG00000184350	4108	4108	4108	4108
ENSG00000224513	435	435	435	435
ENSG00000236987	346	346	346	346
ENSG00000276951	332	332	332	332
ENSG00000232390	341	341	341	341
ENSG00000273813	283	283	283	283
ENSG00000005801	1413	610	9943	11711
ENSG00000284605	1110	1110	1110	1110
ENSG00000255522	189	189	189	189
ENSG00000237226	775	775	775	775
ENSG00000255189	1607	1607	1607	1607
ENSG00000254399	906	906	906	906
ENSG00000255151	909	909	909	909
ENSG00000189057	2291	2854	3506	3865
ENSG00000255381	490	490	490	490
ENSG00000110042	2214	1179	6003	6433
ENSG00000197629	4418	4418	4418	4418
ENSG00000263999	294	294	294	294
ENSG00000254799	414	414	414	414
ENSG00000214797	2805	2805	2805	2805
ENSG00000254704	2148	2148	2148	2148
ENSG00000263944	282	282	282	282
ENSG00000235678	896	896	896	896
ENSG00000255386	1330	1330	1330	1330
ENSG00000110002	2465	2334	4300	6361
ENSG00000196403	936	936	936	936
ENSG00000239426	930	930	930	930
ENSG00000276316	848	848	848	848
ENSG00000255116	612	612	612	612
ENSG00000177156	790	710	1231	2907
ENSG00000177225	1114	678	4363	5510
ENSG00000255142	284	284	284	284
ENSG00000184524	1038	1038	1605	1628
ENSG00000177542	865	666	2796	4595
ENSG00000199785	134	134	134	134
ENSG00000177666	1322	969	2726	3831
ENSG00000177685	1243	994	2440	4224
ENSG00000177697	932	771	1857	3894
ENSG00000177700	730	730	876	1126
ENSG00000177830	1100	793	3537	5359
ENSG00000255369	344	344	344	344
ENSG00000120457	3050	1734	6068	6237
ENSG00000212597	104	104	104	104
ENSG00000206847	114	114	114	114
ENSG00000206967	102	102	102	102
ENSG00000166323	1302	1118	2711	3769
ENSG00000186268	941	941	941	941
ENSG00000109846	1062	887	3414	4388
ENSG00000170276	843	843	843	843
ENSG00000254445	1206	1206	1521	2058
ENSG00000149300	784	741	1104	1799
ENSG00000150764	2195	1350	5826	8438
ENSG00000238965	109	109	109	109
ENSG00000255286	353	353	353	353
ENSG00000255334	322	322	322	322
ENSG00000230911	510	510	510	510
ENSG00000238444	100	100	100	100
ENSG00000271025	237	237	237	237
ENSG00000150776	2034	2246	3739	5755
ENSG00000150779	870	792	1155	1166
ENSG00000150783	965	965	1144	1152
ENSG00000197580	1396	877	2902	6763
ENSG00000214264	1166	1166	1166	1166
ENSG00000255231	298	298	298	298
ENSG00000243930	395	395	395	395
ENSG00000150787	752	696	1069	3128
ENSG00000243250	655	655	655	655
ENSG00000188771	1541	1541	1541	1541
ENSG00000213234	1082	1082	1082	1082
ENSG00000222561	104	104	104	104
ENSG00000184956	2407	604	8016	8438
ENSG00000198788	6662	4209	12667	12667
ENSG00000255292	701	571	968	1020
ENSG00000230080	1207	1207	1207	1207
ENSG00000264493	73	73	73	73
ENSG00000249086	330	330	330	330
ENSG00000284594	103	103	103	103
ENSG00000229671	1255	1255	1299	1299
ENSG00000214026	657	666	919	2975
ENSG00000275266	71	71	71	71
ENSG00000284010	73	73	73	73
ENSG00000274866	69	69	69	69
ENSG00000237610	930	930	930	930
ENSG00000185926	930	930	930	930
ENSG00000255312	919	919	919	919
ENSG00000255560	597	597	597	597
ENSG00000254769	930	930	930	930
ENSG00000254464	871	871	871	871
ENSG00000227547	913	913	913	913
ENSG00000183313	1094	1094	1094	1094
ENSG00000254831	1120	1120	1120	1120
ENSG00000202147	119	119	119	119
ENSG00000255481	941	941	941	941
ENSG00000234895	914	914	914	914
ENSG00000180919	1152	1152	1152	1152
ENSG00000180913	947	947	947	947
ENSG00000262980	990	990	990	990
ENSG00000176748	951	951	951	951
ENSG00000255083	922	922	922	922
ENSG00000273228	315	315	315	315
ENSG00000252351	115	115	115	115
ENSG00000271624	844	844	844	844
ENSG00000224700	577	577	577	577
ENSG00000254976	919	919	919	919
ENSG00000255225	880	880	880	880
ENSG00000255030	910	910	910	910
ENSG00000229254	925	925	925	925
ENSG00000255048	869	869	869	869
ENSG00000255510	952	952	952	952
ENSG00000254646	932	932	932	932
ENSG00000255315	286	286	286	286
ENSG00000254937	835	835	835	835
ENSG00000196119	2205	1261	5709	6088
ENSG00000251862	84	84	84	84
ENSG00000255443	587	587	587	587
ENSG00000251194	704	704	704	704
ENSG00000215380	210	210	210	210
ENSG00000277514	682	682	682	682
ENSG00000152402	7243	3047	16150	16306
ENSG00000134955	2558	2642	4654	6340
ENSG00000181264	2705	3776	3980	4305
ENSG00000170242	3282	978	9994	13722
ENSG00000135374	1682	2217	2450	4913
ENSG00000149269	1056	744	3459	6021
ENSG00000049449	1418	737	2653	4472
ENSG00000149403	2291	1765	5815	7474
ENSG00000149179	966	719	2141	6693
ENSG00000158077	3813	3813	3813	3813
ENSG00000202089	99	99	99	99
ENSG00000167771	1327	792	2915	3049
ENSG00000110583	1414	868	4707	5312
ENSG00000207200	107	107	107	107
ENSG00000176340	494	494	494	494
ENSG00000133315	720	663	1257	2096
ENSG00000168439	1060	755	2743	4601
ENSG00000130592	1119	895	2640	6221
ENSG00000137522	1124	799	2375	3250
ENSG00000255296	560	560	560	560
ENSG00000207012	79	79	79	79
ENSG00000263742	75	75	75	75
ENSG00000149357	858	874	1346	2688
ENSG00000257075	626	626	626	626
ENSG00000165462	1077	928	1699	1784
ENSG00000228286	1433	1433	1433	1433
ENSG00000285864	878	878	878	878
ENSG00000213365	712	712	712	712
ENSG00000275666	464	464	464	464
ENSG00000276105	196	196	196	196
ENSG00000276494	116	116	116	116
ENSG00000276015	226	226	226	226
ENSG00000236041	222	222	222	222
ENSG00000237941	1093	1093	1093	1093
ENSG00000274740	62	62	62	62
ENSG00000110628	1096	831	2635	5231
ENSG00000207008	123	123	123	123
ENSG00000243964	468	468	468	468
ENSG00000255463	352	352	352	352
ENSG00000239470	483	483	483	483
ENSG00000133789	2152	1131	4884	7192
ENSG00000201564	315	315	315	315
ENSG00000245522	2239	2239	2311	2632
ENSG00000255476	586	586	586	586
ENSG00000252568	62	62	62	62
ENSG00000254765	1047	1047	1047	1047
ENSG00000254865	522	522	522	522
ENSG00000254719	208	208	208	208
ENSG00000148926	1192	1179	1889	2325
ENSG00000221574	126	126	126	126
ENSG00000283813	57	57	57	57
ENSG00000110315	2552	1374	5818	7825
ENSG00000276639	73	73	73	73
ENSG00000255426	860	860	860	860
ENSG00000121671	1625	553	4204	6200
ENSG00000121653	2243	3050	3180	3498
ENSG00000255498	409	409	409	409
ENSG00000234776	559	559	760	760
ENSG00000121680	878	794	1668	3019
ENSG00000165905	1604	1884	2552	3151
ENSG00000254653	605	605	605	605
ENSG00000254871	879	879	879	879
ENSG00000157613	1130	663	2673	4023
ENSG00000264102	83	83	83	83
ENSG00000273600	484	484	484	484
ENSG00000077458	1418	730	3932	6031
ENSG00000166037	1503	1258	3141	7101
ENSG00000222578	108	108	108	108
ENSG00000242993	406	406	406	406
ENSG00000172638	997	666	2277	5397
ENSG00000172500	933	982	1378	3346
ENSG00000175602	963	963	963	963
ENSG00000175592	1209	1200	1702	1887
ENSG00000175573	1549	1559	1562	1704
ENSG00000175550	678	695	837	1722
ENSG00000175467	1077	669	3557	4593
ENSG00000254867	653	653	653	653
ENSG00000175376	1258	743	2916	3327
ENSG00000175334	661	641	1135	1496
ENSG00000175315	592	592	592	592
ENSG00000175294	1650	1650	2581	2649
ENSG00000175229	1859	1599	3301	3649
ENSG00000286459	1084	1084	1084	1084
ENSG00000087365	1285	922	3932	9795
ENSG00000174903	1446	1446	1901	1950
ENSG00000245156	2792	2792	2792	2792
ENSG00000174871	981	897	1524	2078
ENSG00000179292	2538	2538	2538	2538
ENSG00000174807	2551	2551	2551	2551
ENSG00000174791	2043	1853	4419	5377
ENSG00000174744	1079	963	1817	2514
ENSG00000174684	2007	2007	2007	2007
ENSG00000174669	2408	2455	2509	2720
ENSG00000276918	298	298	298	298
ENSG00000254736	560	560	560	560
ENSG00000202317	164	164	164	164
ENSG00000175115	1086	614	4571	9587
ENSG00000255947	462	462	462	462
ENSG00000134780	5749	5749	5799	5799
ENSG00000134825	712	565	1692	3082
ENSG00000284108	67	67	67	67
ENSG00000168496	1186	776	2016	2198
ENSG00000149485	1100	640	4364	10228
ENSG00000284416	80	80	80	80
ENSG00000221968	1406	841	5314	6294
ENSG00000277892	63	63	63	63
ENSG00000167994	1436	1491	2486	3191
ENSG00000200898	107	107	107	107
ENSG00000124920	3046	2751	5940	10773
ENSG00000129152	1803	1803	1803	1803
ENSG00000129159	2762	2816	7965	14417
ENSG00000256947	393	393	393	393
ENSG00000255663	729	729	729	729
ENSG00000076043	708	664	1088	3650
ENSG00000256533	1060	1060	1060	1060
ENSG00000255982	726	726	726	726
ENSG00000270204	508	508	508	508
ENSG00000238724	104	104	104	104
ENSG00000137634	1937	1937	2187	2187
ENSG00000256674	1440	1440	1440	1440
ENSG00000272075	303	303	303	303
ENSG00000255163	280	280	280	280
ENSG00000149573	1258	1317	2622	4740
ENSG00000280032	2225	2225	2225	2225
ENSG00000254992	295	295	295	295
ENSG00000110195	1079	1061	1331	1601
ENSG00000087053	4285	4567	7939	13952
ENSG00000254678	301	301	301	301
ENSG00000168092	1494	953	4175	7084
ENSG00000149591	1734	1352	3786	6550
ENSG00000280143	5326	5326	5326	5326
ENSG00000167257	1795	1638	3477	4407
ENSG00000252992	154	154	154	154
ENSG00000276505	324	324	324	324
ENSG00000110274	2182	1092	5690	12896
ENSG00000271412	376	376	376	376
ENSG00000279586	917	917	917	917
ENSG00000283307	903	903	903	903
ENSG00000272676	300	300	300	300
ENSG00000273255	546	546	546	546
ENSG00000183908	5305	5305	5407	5410
ENSG00000149115	2885	1946	5952	7149
ENSG00000149136	2279	948	6296	6337
ENSG00000156575	869	869	869	869
ENSG00000186652	1299	1358	1431	1845
ENSG00000254979	951	681	1639	2242
ENSG00000149761	888	811	2055	3721
ENSG00000173486	630	625	705	1390
ENSG00000254593	888	888	888	888
ENSG00000275373	85	85	85	85
ENSG00000254680	500	500	500	500
ENSG00000254983	384	384	384	384
ENSG00000247473	1359	1359	2664	2683
ENSG00000201616	163	163	163	163
ENSG00000236710	730	730	730	730
ENSG00000021762	1537	795	3854	7473
ENSG00000110619	1944	2466	5732	10037
ENSG00000110090	1724	617	5238	6571
ENSG00000250508	3252	3252	3252	3252
ENSG00000197345	887	677	2283	2825
ENSG00000172938	966	966	966	966
ENSG00000261625	1284	1284	1284	1284
ENSG00000162341	2921	2796	4969	7253
ENSG00000260895	622	622	622	622
ENSG00000110344	4766	6061	6088	6561
ENSG00000269944	545	545	545	545
ENSG00000254978	549	549	549	549
ENSG00000184276	489	489	608	666
ENSG00000252902	50	50	50	50
ENSG00000225805	213	213	213	213
ENSG00000188487	2018	1969	2954	3450
ENSG00000080854	3661	904	17159	17862
ENSG00000258659	1642	1613	2493	2672
ENSG00000134802	1031	588	2619	4517
ENSG00000182919	1622	1258	4163	6269
ENSG00000174996	1721	1315	3755	5479
ENSG00000175274	1377	658	3703	7345
ENSG00000064199	2475	2258	4949	5159
ENSG00000135373	1326	562	5399	6617
ENSG00000286264	1136	1136	1655	1655
ENSG00000110031	1614	1828	2099	2467
ENSG00000177098	2593	2587	4487	5649
ENSG00000149782	3269	4069	4469	4957
ENSG00000283744	66	66	66	66
ENSG00000254783	742	742	742	742
ENSG00000255222	817	817	817	817
ENSG00000239856	298	298	298	298
ENSG00000149201	1294	1047	2627	4544
ENSG00000254727	478	478	478	478
ENSG00000278989	2359	2359	2359	2359
ENSG00000086848	1590	804	6158	8070
ENSG00000258529	1396	817	2939	3346
ENSG00000254450	684	684	684	684
ENSG00000254949	207	207	207	207
ENSG00000255561	2197	2206	2774	3551
ENSG00000137720	1129	599	2568	3514
ENSG00000176343	276	276	276	276
ENSG00000275598	1252	1252	1252	1252
ENSG00000133317	1688	1717	1816	2302
ENSG00000133328	738	738	738	738
ENSG00000184743	2590	1374	6899	7600
ENSG00000270269	488	488	488	488
ENSG00000133318	1918	1199	4917	5792
ENSG00000271100	169	169	169	169
ENSG00000188070	1914	775	5716	5948
ENSG00000264519	288	288	288	288
ENSG00000168005	1079	729	1954	2737
ENSG00000256280	277	277	277	277
ENSG00000279684	2275	2275	2275	2275
ENSG00000234106	349	349	349	349
ENSG00000255448	688	688	688	688
ENSG00000166788	862	660	1573	3066
ENSG00000255254	259	259	259	259
ENSG00000255470	1027	1027	1027	1027
ENSG00000285562	2715	2715	2715	2715
ENSG00000254857	979	979	979	979
ENSG00000179817	1444	1444	1444	1444
ENSG00000255138	622	622	622	622
ENSG00000254546	681	681	681	681
ENSG00000148965	630	630	630	630
ENSG00000255071	743	743	743	743
ENSG00000134339	694	648	1022	2242
ENSG00000200336	118	118	118	118
ENSG00000212789	1110	1110	1110	1110
ENSG00000201695	118	118	118	118
ENSG00000214880	706	706	706	706
ENSG00000149133	945	945	945	945
ENSG00000182365	941	941	941	941
ENSG00000181780	939	939	939	939
ENSG00000254524	141	141	141	141
ENSG00000255140	618	618	618	618
ENSG00000181761	939	939	939	939
ENSG00000254848	829	829	829	829
ENSG00000254947	872	872	872	872
ENSG00000181752	924	924	924	924
ENSG00000255217	422	422	422	422
ENSG00000174957	939	939	939	939
ENSG00000230213	873	873	873	873
ENSG00000254841	1140	1140	1140	1140
ENSG00000188439	1136	1136	1136	1136
ENSG00000254804	345	345	345	345
ENSG00000254457	929	929	929	929
ENSG00000236541	953	953	953	953
ENSG00000254853	1289	1289	1289	1289
ENSG00000255131	933	933	933	933
ENSG00000272685	942	942	942	942
ENSG00000186508	903	903	903	903
ENSG00000272569	624	624	624	624
ENSG00000180475	1037	1037	1037	1037
ENSG00000254953	147	147	147	147
ENSG00000181325	918	918	918	918
ENSG00000274770	109	109	109	109
ENSG00000286704	106	106	106	106
ENSG00000254825	880	880	880	880
ENSG00000181296	946	946	946	946
ENSG00000255485	760	760	760	760
ENSG00000241356	944	944	944	944
ENSG00000213604	501	501	501	501
ENSG00000254658	2883	2883	2883	2883
ENSG00000255461	931	931	931	931
ENSG00000254722	1142	1142	1142	1142
ENSG00000255134	927	927	927	927
ENSG00000242208	894	894	894	894
ENSG00000198261	939	939	939	939
ENSG00000204989	930	930	930	930
ENSG00000176200	936	936	936	936
ENSG00000254770	942	942	942	942
ENSG00000233499	928	928	928	928
ENSG00000273408	904	904	904	904
ENSG00000238041	259	259	259	259
ENSG00000172199	930	930	930	930
ENSG00000254903	955	955	955	955
ENSG00000255466	920	920	920	920
ENSG00000272987	985	985	985	985
ENSG00000279961	975	975	975	975
ENSG00000230416	925	925	925	925
ENSG00000284732	4601	4601	4672	4672
ENSG00000150269	933	933	933	933
ENSG00000254411	653	653	653	653
ENSG00000254490	972	972	972	972
ENSG00000254660	623	623	623	623
ENSG00000254603	937	937	937	937
ENSG00000185701	936	936	936	936
ENSG00000185522	1149	1051	2057	2898
ENSG00000099849	1291	1564	2017	2514
ENSG00000199038	110	110	110	110
ENSG00000070047	4530	5221	5539	5785
ENSG00000099834	1689	1311	3359	3861
ENSG00000070031	526	526	526	526
ENSG00000069696	880	880	1399	1501
ENSG00000288675	1680	1680	1680	1680
ENSG00000254486	3308	3308	3308	3308
ENSG00000197702	2447	1056	8627	12471
ENSG00000254847	519	519	519	519
ENSG00000254663	906	906	906	906
ENSG00000254723	918	918	918	918
ENSG00000254891	944	944	944	944
ENSG00000255077	192	192	192	192
ENSG00000255493	928	928	928	928
ENSG00000255196	904	904	904	904
ENSG00000181950	942	942	942	942
ENSG00000255294	908	908	908	908
ENSG00000241008	711	711	711	711
ENSG00000252769	98	98	98	98
ENSG00000198674	999	999	999	999
ENSG00000226461	358	358	358	358
ENSG00000236981	936	936	936	936
ENSG00000213182	915	915	915	915
ENSG00000208009	89	89	89	89
ENSG00000162222	900	742	1833	2657
ENSG00000185670	1711	1720	2972	3344
ENSG00000168002	868	829	1556	1902
ENSG00000162227	800	561	2023	3095
ENSG00000168569	857	796	1273	2265
ENSG00000269176	763	763	763	763
ENSG00000185475	784	839	1043	1504
ENSG00000284535	71	71	71	71
ENSG00000162231	1151	590	4128	6194
ENSG00000274066	70	70	70	70
ENSG00000269463	382	382	382	382
ENSG00000252361	102	102	102	102
ENSG00000222328	191	191	191	191
ENSG00000277194	126	126	126	126
ENSG00000277846	70	70	70	70
ENSG00000278527	125	125	125	125
